"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","test_part","worker_id","corr_resp","probe","target","foil1","dist1","foil1Pos","foil2","dist2","foil2Pos","condition","question","roomNum","sameRoom","context"
"5855.069999815896","<p>In the video you just watched, in which room did this object appear?</p><p><img src= 'images/stimuli/64.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","50","html-keyboard-response","20","293274","0.0-5.0-3.2","roomType","8092","2","","","","","","","","","4","","13","",""
"null","","null","html-keyboard-response","21","293775","0.0-5.0-4.2","blank","","","","","","","","","","","","","","",""
"4737.859999993816","<p>In the video you just watched, on which table did the object appear?</p><p><img src= 'images/stimuli/64.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","50","html-keyboard-response","22","298514","0.0-5.0-5.2","tableNum","8092","2","","","","","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","23","299016","0.0-5.0-0.3","fixation","","","","","","","","","","","","","","",""
"15100.289999973029","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared immediately after this object?</p><p><img src= 'images/stimuli/36.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/34.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/83.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/5.png' style='width:100%'>3</p></div></div>","50","html-keyboard-response","24","314117","0.0-5.0-1.3","temporalOrder","8092","3","36","images/stimuli/5.png","images/stimuli/83.png","-9","2","images/stimuli/34.png","36","1","4","In the video you just watched, which one of the three objects at the bottom of the screen appeared immediately after this object?","17","1","within-walls"
"null","","null","html-keyboard-response","25","314618","0.0-5.0-2.3","blank","","","","","","","","","","","","","","",""
"1375.7199998944998","<p>In the video you just watched, in which room did this object appear?</p><p><img src= 'images/stimuli/36.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","50","html-keyboard-response","26","315996","0.0-5.0-3.3","roomType","8092","2","","","","","","","","","4","","17","",""
"null","","null","html-keyboard-response","27","316497","0.0-5.0-4.3","blank","","","","","","","","","","","","","","",""
"935.1150000002235","<p>In the video you just watched, on which table did the object appear?</p><p><img src= 'images/stimuli/36.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","50","html-keyboard-response","28","317433","0.0-5.0-5.3","tableNum","8092","2","","","","","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","29","317934","0.0-5.0-0.4","fixation","","","","","","","","","","","","","","",""
"31113.724999828264","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared immediately after this object?</p><p><img src= 'images/stimuli/66.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/67.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/23.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/48.png' style='width:100%'>3</p></div></div>","50","html-keyboard-response","30","349048","0.0-5.0-1.4","temporalOrder","8092","1","66","images/stimuli/67.png","images/stimuli/48.png","-10","3","images/stimuli/23.png","5","2","4","In the video you just watched, which one of the three objects at the bottom of the screen appeared immediately after this object?","33","0","across"
"null","","null","html-keyboard-response","31","349551","0.0-5.0-2.4","blank","","","","","","","","","","","","","","",""
"7083.0350001342595","<p>In the video you just watched, in which room did this object appear?</p><p><img src= 'images/stimuli/66.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","49","html-keyboard-response","32","356635","0.0-5.0-3.4","roomType","8092","2","","","","","","","","","4","","33","",""
"null","","null","html-keyboard-response","33","357136","0.0-5.0-4.4","blank","","","","","","","","","","","","","","",""
"1091.6299999225885","<p>In the video you just watched, on which table did the object appear?</p><p><img src= 'images/stimuli/66.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","49","html-keyboard-response","34","358229","0.0-5.0-5.4","tableNum","8092","3","","","","","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","35","358730","0.0-5.0-0.5","fixation","","","","","","","","","","","","","","",""
"24482.755000004545","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared immediately after this object?</p><p><img src= 'images/stimuli/46.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/29.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/32.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/12.png' style='width:100%'>3</p></div></div>","51","html-keyboard-response","36","383214","0.0-5.0-1.5","temporalOrder","8092","2","46","images/stimuli/32.png","images/stimuli/12.png","-5","3","images/stimuli/29.png","20","1","4","In the video you just watched, which one of the three objects at the bottom of the screen appeared immediately after this object?","11","1","within-walls"
"null","","null","html-keyboard-response","37","383715","0.0-5.0-2.5","blank","","","","","","","","","","","","","","",""
"1975.859999889508","<p>In the video you just watched, in which room did this object appear?</p><p><img src= 'images/stimuli/46.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","49","html-keyboard-response","38","385692","0.0-5.0-3.5","roomType","8092","2","","","","","","","","","4","","11","",""
"null","","null","html-keyboard-response","39","386193","0.0-5.0-4.5","blank","","","","","","","","","","","","","","",""
"2267.604999942705","<p>In the video you just watched, on which table did the object appear?</p><p><img src= 'images/stimuli/46.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","50","html-keyboard-response","40","388462","0.0-5.0-5.5","tableNum","8092","2","","","","","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","41","388964","0.0-5.0-0.6","fixation","","","","","","","","","","","","","","",""
"18842.764999950305","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared immediately after this object?</p><p><img src= 'images/stimuli/1.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/43.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/59.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/23.png' style='width:100%'>3</p></div></div>","50","html-keyboard-response","42","407808","0.0-5.0-1.6","temporalOrder","8092","2","1","images/stimuli/59.png","images/stimuli/43.png","-30","1","images/stimuli/23.png","18","3","4","In the video you just watched, which one of the three objects at the bottom of the screen appeared immediately after this object?","27","1","within-walls"
"null","","null","html-keyboard-response","43","408309","0.0-5.0-2.6","blank","","","","","","","","","","","","","","",""
"8862.95000021346","<p>In the video you just watched, in which room did this object appear?</p><p><img src= 'images/stimuli/1.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","50","html-keyboard-response","44","417173","0.0-5.0-3.6","roomType","8092","2","","","","","","","","","4","","27","",""
"null","","null","html-keyboard-response","45","417674","0.0-5.0-4.6","blank","","","","","","","","","","","","","","",""
"1246.3299999944866","<p>In the video you just watched, on which table did the object appear?</p><p><img src= 'images/stimuli/1.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","50","html-keyboard-response","46","418922","0.0-5.0-5.6","tableNum","8092","2","","","","","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","47","419423","0.0-5.0-0.7","fixation","","","","","","","","","","","","","","",""
"16207.459999946877","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared immediately after this object?</p><p><img src= 'images/stimuli/25.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/38.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/79.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/62.png' style='width:100%'>3</p></div></div>","51","html-keyboard-response","48","435631","0.0-5.0-1.7","temporalOrder","8092","3","25","images/stimuli/62.png","images/stimuli/79.png","-23","2","images/stimuli/38.png","23","1","4","In the video you just watched, which one of the three objects at the bottom of the screen appeared immediately after this object?","32","1","within-no-walls"
"null","","null","html-keyboard-response","49","436132","0.0-5.0-2.7","blank","","","","","","","","","","","","","","",""
"2135.1749999448657","<p>In the video you just watched, in which room did this object appear?</p><p><img src= 'images/stimuli/25.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","50","html-keyboard-response","50","438268","0.0-5.0-3.7","roomType","8092","1","","","","","","","","","4","","32","",""
"null","","null","html-keyboard-response","51","438770","0.0-5.0-4.7","blank","","","","","","","","","","","","","","",""
"969.3149998784065","<p>In the video you just watched, on which table did the object appear?</p><p><img src= 'images/stimuli/25.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","50","html-keyboard-response","52","439740","0.0-5.0-5.7","tableNum","8092","2","","","","","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","53","440241","0.0-5.0-0.8","fixation","","","","","","","","","","","","","","",""
"14313.635000027716","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared immediately after this object?</p><p><img src= 'images/stimuli/81.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/77.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/47.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/31.png' style='width:100%'>3</p></div></div>","51","html-keyboard-response","54","454555","0.0-5.0-1.8","temporalOrder","8092","1","81","images/stimuli/77.png","images/stimuli/47.png","-10","2","images/stimuli/31.png","41","3","4","In the video you just watched, which one of the three objects at the bottom of the screen appeared immediately after this object?","6","1","within-no-walls"
"null","","null","html-keyboard-response","55","455056","0.0-5.0-2.8","blank","","","","","","","","","","","","","","",""
"2777.869999874383","<p>In the video you just watched, in which room did this object appear?</p><p><img src= 'images/stimuli/81.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","50","html-keyboard-response","56","457835","0.0-5.0-3.8","roomType","8092","1","","","","","","","","","4","","6","",""
"null","","null","html-keyboard-response","57","458337","0.0-5.0-4.8","blank","","","","","","","","","","","","","","",""
"794.7799998801202","<p>In the video you just watched, on which table did the object appear?</p><p><img src= 'images/stimuli/81.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","50","html-keyboard-response","58","459132","0.0-5.0-5.8","tableNum","8092","2","","","","","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","59","459633","0.0-5.0-0.9","fixation","","","","","","","","","","","","","","",""
"12466.024999972433","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared immediately after this object?</p><p><img src= 'images/stimuli/72.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/0.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/86.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/62.png' style='width:100%'>3</p></div></div>","50","html-keyboard-response","60","472100","0.0-5.0-1.9","temporalOrder","8092","2","72","images/stimuli/86.png","images/stimuli/0.png","-11","1","images/stimuli/62.png","35","3","4","In the video you just watched, which one of the three objects at the bottom of the screen appeared immediately after this object?","15","1","within-walls"
"null","","null","html-keyboard-response","61","472601","0.0-5.0-2.9","blank","","","","","","","","","","","","","","",""
"5896.449999883771","<p>In the video you just watched, in which room did this object appear?</p><p><img src= 'images/stimuli/72.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","50","html-keyboard-response","62","478499","0.0-5.0-3.9","roomType","8092","2","","","","","","","","","4","","15","",""
"null","","null","html-keyboard-response","63","479000","0.0-5.0-4.9","blank","","","","","","","","","","","","","","",""
"657.5899999588728","<p>In the video you just watched, on which table did the object appear?</p><p><img src= 'images/stimuli/72.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","50","html-keyboard-response","64","479659","0.0-5.0-5.9","tableNum","8092","2","","","","","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","65","480160","0.0-5.0-0.10","fixation","","","","","","","","","","","","","","",""
"11935.654999921098","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared immediately after this object?</p><p><img src= 'images/stimuli/52.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/33.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/30.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/27.png' style='width:100%'>3</p></div></div>","50","html-keyboard-response","66","492097","0.0-5.0-1.10","temporalOrder","8092","2","52","images/stimuli/30.png","images/stimuli/27.png","-12","3","images/stimuli/33.png","20","1","4","In the video you just watched, which one of the three objects at the bottom of the screen appeared immediately after this object?","14","1","within-no-walls"
"null","","null","html-keyboard-response","67","492598","0.0-5.0-2.10","blank","","","","","","","","","","","","","","",""
"7135.884999996051","<p>In the video you just watched, in which room did this object appear?</p><p><img src= 'images/stimuli/52.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","49","html-keyboard-response","68","499735","0.0-5.0-3.10","roomType","8092","1","","","","","","","","","4","","14","",""
"null","","null","html-keyboard-response","69","500238","0.0-5.0-4.10","blank","","","","","","","","","","","","","","",""
"1444.5249999407679","<p>In the video you just watched, on which table did the object appear?</p><p><img src= 'images/stimuli/52.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","50","html-keyboard-response","70","501683","0.0-5.0-5.10","tableNum","8092","2","","","","","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","71","502185","0.0-5.0-0.11","fixation","","","","","","","","","","","","","","",""
