"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","test_part","worker_id","half","corr_resp","probe","target","foil1","dist1","foil1Pos","foil2","dist2","foil2Pos","subjCond","counterbalance_condition","question","roomNum","roomType","sameRoom","context","probeTable","foil1Table","foil2Table","imageSize"
"10257.70499999635","<div align=""center"" style='display: flex; flex-direction: column; margin: auto; flex: 1 1 100%; width: 90%; height: 90%;'><div style=""font-family: 'Open Sans', 'Arial', sans-serif; font-size: 150%; line-height: 1.5em;""><p style=""width: 90%; text-align: justify"">We will now present you with questions to test your memory for the objects presented in the film you just saw as explained. This is first of two memory tests  of this study. After finishing this test, you will watch another short video and then complete another memory test. The progress bar at the very top will show you how much of this block you already completed.<br><br>Press <strong>space</strong> for the next page.","32","html-keyboard-response","0","10276","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","",""
"22215.48499999335","<div align=""center"" style='display: flex; flex-direction: column; margin: auto; flex: 1 1 100%; width: 90%; height: 90%;'><div style=""font-family: 'Open Sans', 'Arial', sans-serif; font-size: 150%; line-height: 1.5em;""><p style=""width: 90%; text-align: justify"">The question for the test is <i>`In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?`</i>. On each trial, you see an image of an object in the middle of screen that you saw during the video along with three additional objects at the bottom of the screen. <br><br>Please indicate which of the three objects at the bottom <strong>immediately followed</strong> that object that is currently probed. The objects at the bottom are labelled 1, 2 and 3. To give your response, please press the respective key on your keyboard.<br><br>Note that it's not enough to just select the object that was presented any time point <strong>after</strong> the tested object. Please note that for each question there is only one correct answer.<br><br>Press <strong>space</strong> for the next page.","32","html-keyboard-response","1","34495","0.0-1.0","","","","","","","","","","","","","","","","","","","","","","",""
"7131.324999994831","<div align=""center"" style='display: flex; flex-direction: column; margin: auto; flex: 1 1 100%; width: 90%; height: 90%;'><div style=""font-family: 'Open Sans', 'Arial', sans-serif; font-size: 150%; line-height: 1.5em;""><p style=""width: 90%; text-align: justify"">Please try and give the correct answers to the best of your ability and guess if you do not remember. We are aware that this task is quite challenging but please continue to try to do your best until you have completed the experiment. Don't be discouraged if you feel that you don't remember the correct answers. <br><br>Press <strong>space</strong> to begin the task.","32","html-keyboard-response","2","43630","0.0-2.0","","","","","","","","","","","","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","3","46135","0.0-3.0-0.0","fixation","","","","","","","","","","","","","","","","","","","","","",""
"5170.450000005076","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/35.png' style='width:461.83985765124555px;height: 358.5px;'><div class='threeColumn'><img src='images/stimuli/15.png' style='width:461.83985765124555px;height: 358.5px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/74.png' style='width:461.83985765124555px;height: 358.5px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/47.png' style='width:461.83985765124555px;height: 358.5px;'><div class='num'>3</div></div></div>","50","html-keyboard-response","4","51309","0.0-3.0-1.0","temporalOrder","15333","0","2","35","images/stimuli/74.png","images/stimuli/47.png","-4","3","images/stimuli/15.png","32","1","3","3","In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?","3","o","0","across","3","3","3","0.42526690391459077"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","5","51814","0.0-3.0-0.1","fixation","","","","","","","","","","","","","","","","","","","","","",""
"4455.469999986235","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/5.png' style='width:461.83985765124555px;height: 358.5px;'><div class='threeColumn'><img src='images/stimuli/65.png' style='width:461.83985765124555px;height: 358.5px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/37.png' style='width:461.83985765124555px;height: 358.5px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/76.png' style='width:461.83985765124555px;height: 358.5px;'><div class='num'>3</div></div></div>","50","html-keyboard-response","6","56273","0.0-3.0-1.1","temporalOrder","15333","0","2","5","images/stimuli/37.png","images/stimuli/65.png","-3","1","images/stimuli/76.png","4","3","3","3","In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?","18","o","1","within","2","3","2","0.42526690391459077"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","7","56775","0.0-3.0-0.2","fixation","","","","","","","","","","","","","","","","","","","","","",""
"3121.484999981476","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/12.png' style='width:461.83985765124555px;height: 358.5px;'><div class='threeColumn'><img src='images/stimuli/73.png' style='width:461.83985765124555px;height: 358.5px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/37.png' style='width:461.83985765124555px;height: 358.5px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/77.png' style='width:461.83985765124555px;height: 358.5px;'><div class='num'>3</div></div></div>","49","html-keyboard-response","8","59901","0.0-3.0-1.2","temporalOrder","15333","0","1","12","images/stimuli/73.png","images/stimuli/77.png","-4","3","images/stimuli/37.png","19","2","3","3","In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?","9","o","1","within","2","2","3","0.42526690391459077"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","9","60405","0.0-3.0-0.3","fixation","","","","","","","","","","","","","","","","","","","","","",""
"4818.624999985332","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/58.png' style='width:461.83985765124555px;height: 358.5px;'><div class='threeColumn'><img src='images/stimuli/5.png' style='width:461.83985765124555px;height: 358.5px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/47.png' style='width:461.83985765124555px;height: 358.5px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/35.png' style='width:461.83985765124555px;height: 358.5px;'><div class='num'>3</div></div></div>","50","html-keyboard-response","10","65228","0.0-3.0-1.3","temporalOrder","15333","0","3","58","images/stimuli/35.png","images/stimuli/47.png","-3","2","images/stimuli/5.png","30","1","3","3","In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?","3","o","1","within","2","3","2","0.42526690391459077"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","11","65731","0.0-3.0-0.4","fixation","","","","","","","","","","","","","","","","","","","","","",""
"5515.270000003511","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/76.png' style='width:461.83985765124555px;height: 358.5px;'><div class='threeColumn'><img src='images/stimuli/26.png' style='width:461.83985765124555px;height: 358.5px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/64.png' style='width:461.83985765124555px;height: 358.5px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/51.png' style='width:461.83985765124555px;height: 358.5px;'><div class='num'>3</div></div></div>","50","html-keyboard-response","12","71251","0.0-3.0-1.4","temporalOrder","15333","0","3","76","images/stimuli/51.png","images/stimuli/64.png","-13","2","images/stimuli/26.png","5","1","3","3","In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?","20","o","1","within","2","3","3","0.42526690391459077"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","13","71753","0.0-3.0-0.5","fixation","","","","","","","","","","","","","","","","","","","","","",""
"5370.289999991655","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/22.png' style='width:461.83985765124555px;height: 358.5px;'><div class='threeColumn'><img src='images/stimuli/70.png' style='width:461.83985765124555px;height: 358.5px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/84.png' style='width:461.83985765124555px;height: 358.5px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/51.png' style='width:461.83985765124555px;height: 358.5px;'><div class='num'>3</div></div></div>","50","html-keyboard-response","14","77128","0.0-3.0-1.5","temporalOrder","15333","0","2","22","images/stimuli/84.png","images/stimuli/70.png","-4","1","images/stimuli/51.png","26","3","3","3","In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?","7","o","0","across","3","3","3","0.42526690391459077"
