"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","test_part","worker_id","half","corr_resp","probe","target","foil1","dist1","foil1Pos","foil2","dist2","foil2Pos","subjCond","counterbalance_condition","question","roomNum","roomType","sameRoom","context","probeTable","foil1Table","foil2Table","imageSize"
"5109.255000017583","<div align=""center"" style='display: flex; flex-direction: column; margin: auto; flex: 1 1 100%; width: 90%; height: 90%;'><div style=""font-family: 'Open Sans', 'Arial', sans-serif; font-size: 150%; line-height: 1.5em;""><p style=""width: 90%; text-align: justify"">Thank you for making it so far. We will now present you with the same type of question you have been presented with the first memory test. Please continue completed this task in the same way you have completed the previous memory test. <br><br>Press <strong>space</strong> to begin the task.","32","html-keyboard-response","0","5113","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","1","7617","0.0-1.0-0.0","fixation","","","","","","","","","","","","","","","","","","","","","",""
"12907.754999934696","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/21.png' style='width:386.66666666666663px;height: 300.14732965009205px;'><div class='threeColumn'><img src='images/stimuli/2.png' style='width:386.66666666666663px;height: 300.14732965009205px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/75.png' style='width:386.66666666666663px;height: 300.14732965009205px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/49.png' style='width:386.66666666666663px;height: 300.14732965009205px;'><div class='num'>3</div></div></div>","49","html-keyboard-response","2","20528","0.0-1.0-1.0","temporalOrder","15202","1","2","21","images/stimuli/75.png","images/stimuli/49.png","-23","3","images/stimuli/2.png","4","1","2","2","","37","o","0","across","3","2","3","0.3560466543891958"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","3","21031","0.0-1.0-0.1","fixation","","","","","","","","","","","","","","","","","","","","","",""
"9943.184999981895","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/68.png' style='width:386.66666666666663px;height: 300.14732965009205px;'><div class='threeColumn'><img src='images/stimuli/38.png' style='width:386.66666666666663px;height: 300.14732965009205px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/13.png' style='width:386.66666666666663px;height: 300.14732965009205px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/56.png' style='width:386.66666666666663px;height: 300.14732965009205px;'><div class='num'>3</div></div></div>","50","html-keyboard-response","4","30975","0.0-1.0-1.1","temporalOrder","15202","1","2","68","images/stimuli/13.png","images/stimuli/56.png","-30","3","images/stimuli/38.png","7","1","2","2","","40","o","1","within","2","2","3","0.3560466543891958"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","5","31477","0.0-1.0-0.2","fixation","","","","","","","","","","","","","","","","","","","","","",""
"7190.504999947734","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/2.png' style='width:386.66666666666663px;height: 300.14732965009205px;'><div class='threeColumn'><img src='images/stimuli/78.png' style='width:386.66666666666663px;height: 300.14732965009205px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/3.png' style='width:386.66666666666663px;height: 300.14732965009205px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/68.png' style='width:386.66666666666663px;height: 300.14732965009205px;'><div class='num'>3</div></div></div>","50","html-keyboard-response","6","38671","0.0-1.0-1.2","temporalOrder","15202","1","3","2","images/stimuli/68.png","images/stimuli/3.png","-10","2","images/stimuli/78.png","10","1","2","2","","39","o","0","across","3","3","3","0.3560466543891958"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","7","39174","0.0-1.0-0.3","fixation","","","","","","","","","","","","","","","","","","","","","",""
"7646.820000023581","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/10.png' style='width:386.66666666666663px;height: 300.14732965009205px;'><div class='threeColumn'><img src='images/stimuli/31.png' style='width:386.66666666666663px;height: 300.14732965009205px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/23.png' style='width:386.66666666666663px;height: 300.14732965009205px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/40.png' style='width:386.66666666666663px;height: 300.14732965009205px;'><div class='num'>3</div></div></div>","51","html-keyboard-response","8","46823","0.0-1.0-1.3","temporalOrder","15202","1","3","10","images/stimuli/40.png","images/stimuli/31.png","-6","1","images/stimuli/23.png","13","2","2","2","","29","o","0","across","3","3","2","0.3560466543891958"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","9","47324","0.0-1.0-0.4","fixation","","","","","","","","","","","","","","","","","","","","","",""
"8783.86500000488","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/45.png' style='width:386.66666666666663px;height: 300.14732965009205px;'><div class='threeColumn'><img src='images/stimuli/49.png' style='width:386.66666666666663px;height: 300.14732965009205px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/6.png' style='width:386.66666666666663px;height: 300.14732965009205px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/48.png' style='width:386.66666666666663px;height: 300.14732965009205px;'><div class='num'>3</div></div></div>","51","html-keyboard-response","10","56111","0.0-1.0-1.4","temporalOrder","15202","1","3","45","images/stimuli/48.png","images/stimuli/49.png","-4","1","images/stimuli/6.png","30","2","2","2","","28","o","1","within","2","2","2","0.3560466543891958"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","11","56612","0.0-1.0-0.5","fixation","","","","","","","","","","","","","","","","","","","","","",""
"4624.584999983199","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/66.png' style='width:386.66666666666663px;height: 300.14732965009205px;'><div class='threeColumn'><img src='images/stimuli/67.png' style='width:386.66666666666663px;height: 300.14732965009205px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/28.png' style='width:386.66666666666663px;height: 300.14732965009205px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/23.png' style='width:386.66666666666663px;height: 300.14732965009205px;'><div class='num'>3</div></div></div>","49","html-keyboard-response","12","61239","0.0-1.0-1.5","temporalOrder","15202","1","1","66","images/stimuli/67.png","images/stimuli/28.png","-20","2","images/stimuli/23.png","5","3","2","2","","33","o","0","across","3","3","2","0.3560466543891958"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","13","61740","0.0-1.0-0.6","fixation","","","","","","","","","","","","","","","","","","","","","",""
