"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","test_part","worker_id","half","corr_resp","probe","target","foil1","dist1","foil1Pos","foil2","dist2","foil2Pos","subjCond","counterbalance_condition","question","roomNum","roomType","sameRoom","context","probeTable","foil1Table","foil2Table","imageSize"
"6477.075000002515","<div align=""center"" style='display: flex; flex-direction: column; margin: auto; flex: 1 1 100%; width: 90%; height: 90%;'><div style=""font-family: 'Open Sans', 'Arial', sans-serif; font-size: 150%; line-height: 1.5em;""><p style=""width: 90%; text-align: justify"">Thank you for making it so far. We will now present you with the same type of question you have been presented with the first memory test. Please continue completed this task in the same way you have completed the previous memory test. <br><br>Press <strong>space</strong> to begin the task.","32","html-keyboard-response","0","6481","0.0-0.0","","","","","","","","","","","","","","","","","","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","1","8995","0.0-1.0-0.0","fixation","","","","","","","","","","","","","","","","","","","","","",""
"2724.8299999919254","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/54.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='threeColumn'><img src='images/stimuli/19.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/55.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/14.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='num'>3</div></div></div>","51","html-keyboard-response","2","11724","0.0-1.0-1.0","temporalOrder","15201","1","3","54","images/stimuli/14.png","images/stimuli/55.png","-3","2","images/stimuli/19.png","5","1","3","3","","39","o","1","within","2","3","3","0.2823250296559905"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","3","12231","0.0-1.0-0.1","fixation","","","","","","","","","","","","","","","","","","","","","",""
"5186.119999998482","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/62.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='threeColumn'><img src='images/stimuli/82.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/55.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/56.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='num'>3</div></div></div>","49","html-keyboard-response","4","17420","0.0-1.0-1.1","temporalOrder","15201","1","1","62","images/stimuli/82.png","images/stimuli/56.png","-15","3","images/stimuli/55.png","9","2","3","3","","33","o","1","within","2","3","3","0.2823250296559905"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","5","17936","0.0-1.0-0.2","fixation","","","","","","","","","","","","","","","","","","","","","",""
"2348.0600000038976","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/40.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='threeColumn'><img src='images/stimuli/18.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/59.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/55.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='num'>3</div></div></div>","49","html-keyboard-response","6","20289","0.0-1.0-1.2","temporalOrder","15201","1","1","40","images/stimuli/18.png","images/stimuli/59.png","-5","2","images/stimuli/55.png","14","3","3","3","","30","o","0","across","3","2","3","0.2823250296559905"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","7","20805","0.0-1.0-0.3","fixation","","","","","","","","","","","","","","","","","","","","","",""
"2235.659999991185","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/20.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='threeColumn'><img src='images/stimuli/11.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/10.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/56.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='num'>3</div></div></div>","49","html-keyboard-response","8","23043","0.0-1.0-1.3","temporalOrder","15201","1","2","20","images/stimuli/10.png","images/stimuli/56.png","-8","3","images/stimuli/11.png","27","1","3","3","","29","o","0","across","3","3","2","0.2823250296559905"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","9","23545","0.0-1.0-0.4","fixation","","","","","","","","","","","","","","","","","","","","","",""
"4696.319999988191","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/11.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='threeColumn'><img src='images/stimuli/6.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/78.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/19.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='num'>3</div></div></div>","50","html-keyboard-response","10","28245","0.0-1.0-1.4","temporalOrder","15201","1","1","11","images/stimuli/6.png","images/stimuli/19.png","-3","3","images/stimuli/78.png","4","2","3","3","","43","o","1","within","2","3","2","0.2823250296559905"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","11","28759","0.0-1.0-0.5","fixation","","","","","","","","","","","","","","","","","","","","","",""
"2247.734999997192","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/34.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='threeColumn'><img src='images/stimuli/11.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/16.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/49.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='num'>3</div></div></div>","50","html-keyboard-response","12","31009","0.0-1.0-1.5","temporalOrder","15201","1","2","34","images/stimuli/16.png","images/stimuli/49.png","-18","3","images/stimuli/11.png","15","1","3","3","","35","o","0","across","3","3","2","0.2823250296559905"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","13","31512","0.0-1.0-0.6","fixation","","","","","","","","","","","","","","","","","","","","","",""
"2041.5000000066357","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/68.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='threeColumn'><img src='images/stimuli/13.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/42.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/20.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='num'>3</div></div></div>","50","html-keyboard-response","14","33556","0.0-1.0-1.6","temporalOrder","15201","1","1","68","images/stimuli/13.png","images/stimuli/20.png","-22","3","images/stimuli/42.png","8","2","3","3","","40","o","0","across","3","3","3","0.2823250296559905"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","15","34059","0.0-1.0-0.7","fixation","","","","","","","","","","","","","","","","","","","","","",""
"6085.449999998673","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/41.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='threeColumn'><img src='images/stimuli/25.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/21.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/10.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='num'>3</div></div></div>","50","html-keyboard-response","16","40147","0.0-1.0-1.7","temporalOrder","15201","1","1","41","images/stimuli/25.png","images/stimuli/10.png","-4","3","images/stimuli/21.png","12","2","3","3","","32","o","1","within","2","2","2","0.2823250296559905"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","17","40649","0.0-1.0-0.8","fixation","","","","","","","","","","","","","","","","","","","","","",""
"7538.605000008829","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/24.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='threeColumn'><img src='images/stimuli/85.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/56.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/55.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='num'>3</div></div></div>","51","html-keyboard-response","18","48191","0.0-1.0-1.8","temporalOrder","15201","1","2","24","images/stimuli/56.png","images/stimuli/85.png","-3","1","images/stimuli/55.png","25","3","3","3","","25","o","1","within","2","3","3","0.2823250296559905"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","19","48693","0.0-1.0-0.9","fixation","","","","","","","","","","","","","","","","","","","","","",""
"3532.600000005914","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/13.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='threeColumn'><img src='images/stimuli/11.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/19.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/24.png' style='width:306.6049822064057px;height: 237.99999999999997px;'><div class='num'>3</div></div></div>","50","html-keyboard-response","20","52230","0.0-1.0-1.9","temporalOrder","15201","1","2","13","images/stimuli/19.png","images/stimuli/24.png","-32","3","images/stimuli/11.png","4","1","3","3","","41","o","1","within","2","2","2","0.2823250296559905"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","21","52732","0.0-1.0-0.10","fixation","","","","","","","","","","","","","","","","","","","","","",""
