"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","test_part","corr_resp","probe","target","foil1","foil2","condition","question","roomNum","sameRoom","context"
"true","fullscreen","0","10216","0.0-0.0","","","","","","","","","","","","","",""
"","html-keyboard-response","1","71140","0.0-1.0","60921","<div align=""center"" style='display: flex; flex-direction: column; margin: auto; flex: 1 1 100%; width: 90%; height: 90%;'><div style=""font-family: 'Open Sans', 'Arial', sans-serif; font-size: 150%; line-height: 1.5em;""><p style=""width: 90%; text-align: justify""><br>After you have watched the video, you will now complete a memory task.<br><br>On each trial, you need to answer three separate questions. The <strong>first question</strong> is <i>'What came after this object?'</i> for the object presented at the top of the screen. This is relative to the sequence of objects you saw in the video. You choose the correct image from the three alternatives  presented to you by pressing <strong>1, 2 or 3</strong> from top of the keyboard.<br>For the <strong>second question</strong>, you need to decide in which type of room the object was in and for the <strong>third question</strong> on which table the object on was irrespective of the room type. Please press the respective numbers which are used to label the room type/postions. <br><br>Press <strong>space</strong> to begin.","32","","","","","","","","","","",""
"","html-keyboard-response","2","73643","0.0-2.0-0.0","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","",""
"","html-keyboard-response","3","82908","0.0-2.0-1.0","9263","<img src= images/stimuli/18.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= images/stimuli/82.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= images/stimuli/60.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= images/stimuli/20.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","temporalOrder","2","18","images/stimuli/60.png","images/stimuli/20.png","images/stimuli/82.png","5","What came after this object?","30","0","across"
"","html-keyboard-response","4","83410","0.0-2.0-2.0","null","","null","blank","","","","","","","","","",""
"","html-keyboard-response","5","89583","0.0-2.0-3.0","6170","<img src= images/stimuli/18.png width = '386.6666666666667' height = '243.18658280922432'><p>In which type of room was the object?</p><img src= images/stimuli/nw_room.png width = '386.6666666666667' height = '386.6666666666667' hspace='5'><img src= images/stimuli/ww_room.png width = '386.6666666666667' height = '386.6666666666667' hspace='5'><p>Press 1 or 2.</p>","50","roomType","2","","","","","5","","30","",""
"","html-keyboard-response","6","90090","0.0-2.0-4.0","null","","null","blank","","","","","","","","","",""
"","html-keyboard-response","7","97957","0.0-2.0-5.0","7865","<img src= images/stimuli/18.png width = '386.6666666666667' height = '243.18658280922432'><p>At which location in the room was the object?</p><img src= images/stimuli/nw_table.png width = '386.6666666666667' height = '386.6666666666667' hspace='5'><img src= images/stimuli/ww_table.png width = '386.6666666666667' height = '386.6666666666667' hspace='5'><p>Press 1 or 2.</p>","50","tableNum","3","","","","","5","","","",""
"","html-keyboard-response","8","98457","0.0-2.0-0.1","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","",""
"","html-keyboard-response","9","103525","0.0-2.0-1.1","5063","<img src= images/stimuli/8.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= images/stimuli/61.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= images/stimuli/83.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= images/stimuli/12.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","temporalOrder","1","8","images/stimuli/61.png","images/stimuli/12.png","images/stimuli/83.png","5","What came after this object?","10","1","within-walls"
"","html-keyboard-response","10","104026","0.0-2.0-2.1","null","","null","blank","","","","","","","","","",""
"","html-keyboard-response","11","108101","0.0-2.0-3.1","4071","<img src= images/stimuli/8.png width = '386.6666666666667' height = '243.18658280922432'><p>In which type of room was the object?</p><img src= images/stimuli/nw_room.png width = '386.6666666666667' height = '386.6666666666667' hspace='5'><img src= images/stimuli/ww_room.png width = '386.6666666666667' height = '386.6666666666667' hspace='5'><p>Press 1 or 2.</p>","50","roomType","2","","","","","5","","10","",""
"","html-keyboard-response","12","108601","0.0-2.0-4.1","null","","null","blank","","","","","","","","","",""
"","html-keyboard-response","13","110060","0.0-2.0-5.1","1458","<img src= images/stimuli/8.png width = '386.6666666666667' height = '243.18658280922432'><p>At which location in the room was the object?</p><img src= images/stimuli/nw_table.png width = '386.6666666666667' height = '386.6666666666667' hspace='5'><img src= images/stimuli/ww_table.png width = '386.6666666666667' height = '386.6666666666667' hspace='5'><p>Press 1 or 2.</p>","50","tableNum","2","","","","","5","","","",""
